Animal ID,Animal Name,Animal Type,Primary Color,Secondary Color,Sex,DOB,Intake Date,Intake Condition,Intake Type,Intake Subtype,Reason for Intake,Outcome Date,Crossing,Jurisdiction,Outcome Type,Outcome Subtype,latitude,longitude,intake_is_dead,outcome_is_dead,was_outcome_alive,geopoint
A718602,*BOO BEAR,DOG,WHITE,,Male,2020-04-15,2024-04-13,INJURED  MILD,STRAY,OTC,,,"1000 BLOCK LBB, LONG BEACH CA",LONG BEACH,,,33.7700504,-118.1937395,Alive on Intake,FALSE,1,"33.7700504, -118.1937395"
A702709,*TORTA,CAT,TORTIE,,Female,2023-06-12,2023-07-12,I/I REPORT,STRAY,OTC,,,"1000 BLOCK LEWIS AVE, LONG BEACH",LONG BEACH,,,33.7789754,-118.1795513,Alive on Intake,FALSE,1,"33.7789754, -118.1795513"
A705109,GILBERT,CAT,GRAY,WHITE,Neutered,2023-05-18,2024-01-13,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,2024-02-10,"1000 BLOCK LOMA AVE, LONG BEACH CA",LONG BEACH,ADOPTION,WEB,33.778962,-118.1502333,Alive on Intake,FALSE,1,"33.778962, -118.1502333"
A703658,BENTLEY,DOG,BROWN,WHITE,Neutered,2017-07-27,2023-07-27,NORMAL,STRAY,OTC,,2023-08-19,"1000 BLOCK PALO VERDE AVE, LONG BEACH CA",LONG BEACH,ADOPTION,WEB,33.7803596,-118.1066701,Alive on Intake,FALSE,1,"33.7803596, -118.1066701"
A606761,,OTHER,BROWN,,Unknown,2017-04-26,2018-04-26,INJURED  MODERATE,WILDLIFE,FIELD,,2018-04-26,"1000 CATALINA AVE, SEAL BEACH, CA 90740",SEAL BEACH,TRANSFER,LBAH,33.7480806,-118.1014069,Alive on Intake,FALSE,1,"33.7480806, -118.1014069"
A628283,*MR. SAM,CAT,BLACK,,Neutered,2019-05-14,2019-06-14,NORMAL,STRAY,OTC,,2019-08-14,"1000 CEDAR AVE, LONG BEACH, CA 90813",LONG BEACH,TRANSFER,SPCALA,33.7789902,-118.1950695,Alive on Intake,FALSE,1,"33.7789902, -118.1950695"
A628282,*MAGIC,CAT,BLACK,,Spayed,2019-05-14,2019-06-14,NORMAL,STRAY,OTC,,2019-07-11,"1000 CEDAR AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,PFE/PAWSHP,33.7789902,-118.1950695,Alive on Intake,FALSE,1,"33.7789902, -118.1950695"
A620088,*GIGI,DOG,WHITE,,Female,2016-01-11,2019-01-11,NORMAL,STRAY,FIELD,,2019-01-18,"1000 CERRITOS AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WEB,33.7789736,-118.1775378,Alive on Intake,FALSE,1,"33.7789736, -118.1775378"
A585021,BAILEY,DOG,BLACK,WHITE,Female,2016-03-25,2017-01-25,NORMAL,OWNER SURRENDER,OTC,OTHER PET,2017-01-26,"1000 CORONADO AVE, LONG BEACH, CA 90804",LONG BEACH,TRANSFER,SPCALA,33.7789862,-118.1534984,Alive on Intake,FALSE,1,"33.7789862, -118.1534984"
A628496,A628496*STACIA,CAT,BRN TABBY,,Spayed,2018-06-19,2019-06-19,FRACTIOUS,STRAY,OTC,,2019-07-10,"1000 CORONADO AVE, LONG BEACH, CA 90804",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,33.7789862,-118.1534984,Alive on Intake,FALSE,1,"33.7789862, -118.1534984"
A591759,*YETI,CAT,TORTIE,,Female,2017-04-12,2017-06-12,NORMAL,STRAY,OTC,,2017-06-21,"1000 E 10TH ST, LONG BEACH, CA 90813",LONG BEACH,TRANSFER,SPCALA,33.7788173,-118.1805015,Alive on Intake,FALSE,1,"33.7788173, -118.1805015"
A591214,,CAT,ORANGE,WHITE,Male,2017-05-30,2017-06-02,UNDER AGE/WEIGHT,STRAY,OTC,,2017-06-02,"1000 E 16TH ST, LONG BEACH, CA 90813",LONG BEACH,RESCUE,LITTLELION,33.7868197,-118.1783397,Alive on Intake,FALSE,1,"33.7868197, -118.1783397"
A520827,KIKI,CAT,CALICO,,Spayed,2010-01-12,2017-09-27,NORMAL,OWNER SURRENDER,OTC,MOVE,2017-10-05,"1000 E 32ND ST, SIGNAL HILL, CA 90755",SIGNAL HILL,RESCUE,FNDANIFOUN,33.8150621,-118.1804456,Alive on Intake,FALSE,1,"33.8150621, -118.1804456"
A594983,*HEIDIDUDE,CAT,ORANGE,WHITE,Neutered,2015-08-09,2017-08-09,FERAL,STRAY,OTC,,2017-08-17,"1000 E 4TH ST, LONG BEACH, CA 90802",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,33.7714936,-118.1796768,Alive on Intake,FALSE,1,"33.7714936, -118.1796768"
A596047,*ELVIRA,CAT,BLACK,,Spayed,2014-08-26,2017-12-27,NORMAL,STRAY,OTC,,2017-12-30,"1000 E 4TH ST, LONG BEACH, CA 90802",LONG BEACH,RESCUE,CATPAWS,33.7714936,-118.1796768,Alive on Intake,FALSE,1,"33.7714936, -118.1796768"
A618844,*GRASSHOPPER,CAT,BRN TABBY,,Spayed,2015-12-14,2018-12-14,NORMAL,STRAY,OTC,,2018-12-27,"1000 E 5TH ST, LONG BEACH, CA 90802",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,33.7729834,-118.1796718,Alive on Intake,FALSE,1,"33.7729834, -118.1796718"
A592150,,CAT,GRAY,,Female,2017-05-04,2017-06-19,INJURED  SEVERE,STRAY,FIELD,,2017-06-19,"1000 E 5TH ST, LONG BEACH, CA 90802",LONG BEACH,EUTHANASIA,INJ SEVERE,33.7729834,-118.1796718,Alive on Intake,TRUE,0,"33.7729834, -118.1796718"
A634392,A634392,CAT,BRN TABBY,,Spayed,2016-09-29,2019-09-29,NORMAL,STRAY,OTC,,2019-10-08,"1000 E 5TH ST, LONG BEACH, CA 90802",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,33.7729834,-118.1796718,Alive on Intake,FALSE,1,"33.7729834, -118.1796718"
A672384,*PIMIENTO,DOG,WHITE,BLACK,Male,2018-03-27,2022-03-27,INJURED  MILD,STRAY,OTC,,2022-04-02,"1000 E 7TH ST, LONG BEACH, CA 90813",LONG BEACH,HOMEFIRST,,33.7751351,-118.1799603,Alive on Intake,FALSE,1,"33.7751351, -118.1799603"
A504961,DROOPY,DOG,WHITE,BROWN,Neutered,2012-12-03,2017-11-19,NORMAL,OWNER SURRENDER,,MOVE,2018-06-28,"1000 E BRENNER PL, LONG BEACH, CA 90813",LONG BEACH,RESCUE,OUTTACAGE,33.7765007,-118.1798101,Alive on Intake,FALSE,1,"33.7765007, -118.1798101"
A647376,,BIRD,BROWN,,Unknown,,2020-08-18,INJURED  MODERATE,WILDLIFE,FIELD,,2020-08-18,"1000 E FREELAND ST, LONG BEACH, CA 90807",LONG BEACH,TRANSFER,LBAH,33.8397387,-118.1817508,Alive on Intake,FALSE,1,"33.8397387, -118.1817508"
A611195,,CAT,WHITE,,Unknown,2018-07-12,2018-07-17,UNDER AGE/WEIGHT,STRAY,FIELD,,2018-07-17,"1000 E HARDING ST, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,UNDRAGE/WT,33.8673322,-118.1810547,Alive on Intake,TRUE,0,"33.8673322, -118.1810547"
A632712,,CAT,TORTIE,,Female,2019-07-28,2019-08-28,UNDER AGE/WEIGHT,STRAY,OTC,,2019-08-30,"1000 E HELLMAN ST, LONG BEACH, CA 90813",LONG BEACH,RESCUE,LITTLEPAWS,33.7771452,-118.179622,Alive on Intake,FALSE,1,"33.7771452, -118.179622"
A594706,ROO,BIRD,RED,,Male,2016-08-03,2017-08-03,NORMAL,OWNER SURRENDER,OTC,,2017-08-03,"1000 E SALT LAKE ST, LONG BEACH, CA 90806",LONG BEACH,RESCUE,WARDSMTN,33.7962103,-118.1806361,Alive on Intake,FALSE,1,"33.7962103, -118.1806361"
A669193,*PICKLES,CAT,BLACK,,Male,2021-11-09,2022-01-09,NORMAL,STRAY,FIELD,,2022-01-13,"1000 E WILLOW ST, LONG BEACH, CA 90806",LONG BEACH,RESCUE,CATPAWS,33.8038198,-118.1804545,Alive on Intake,FALSE,1,"33.8038198, -118.1804545"
A603910,*BRUNO,CAT,BLACK,,Neutered,2014-02-18,2023-01-14,INJURED  MODERATE,STRAY,OTC,,2023-01-14,"1000 E. 5TH ST, LONG BEACH, CA 90802",LONG BEACH,EUTHANASIA,INJ SEVERE,33.7729834,-118.1796718,Alive on Intake,TRUE,0,"33.7729834, -118.1796718"
A665915,*BATMAN,CAT,BLACK,GRAY,Neutered,2021-08-28,2021-10-28,UNDER AGE/WEIGHT,STRAY,OTC,,2021-11-06,"1000 ELM AVE, LONG BEACH, CA 90813",LONG BEACH,FOSTER TO ADOPT,,33.7789829,-118.1879927,Alive on Intake,FALSE,1,"33.7789829, -118.1879927"
A604884,,WILD,BROWN,,Unknown,,2018-03-16,INJURED  MILD,WILDLIFE,FIELD,,2018-05-29,"1000 FOXBURG RD, SEAL BEACH, CA 90740",SEAL BEACH,RETURN TO WILD HABITAT,,33.7731705,-118.0894113,Alive on Intake,FALSE,1,"33.7731705, -118.0894113"
A589433,,CAT,BRN TABBY,,Female,2012-04-29,2017-04-29,INJURED  MODERATE,STRAY,FIELD,,2017-04-29,"1000 GAVIOTA AVE, LONG BEACH, CA 90813",LONG BEACH,EUTHANASIA,INJ SEVERE,33.7789752,-118.1709214,Alive on Intake,TRUE,0,"33.7789752, -118.1709214"
A670934,*BETTY,CAT,BRN TABBY,,Spayed,2019-02-23,2022-02-23,NORMAL,STRAY,OTC,,2022-03-05,"1000 GAVIOTA AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WEB,33.7789752,-118.1709214,Alive on Intake,FALSE,1,"33.7789752, -118.1709214"
A634070,,BIRD,GREEN,BROWN,Unknown,2016-09-24,2019-09-24,INJURED  MODERATE,WILDLIFE,FIELD,,2019-09-24,"1000 GLADYS AVE, LONG BEACH, CA 90804",LONG BEACH,TRANSFER,LBAH,33.7789714,-118.1578416,Alive on Intake,FALSE,1,"33.7789714, -118.1578416"
A628561,INDY,CAT,BRN TABBY,,Neutered,2019-03-20,2019-06-20,NORMAL,STRAY,OTC,,2019-06-23,"1000 LIME AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WALKIN,33.7789839,-118.183959,Alive on Intake,FALSE,1,"33.7789839, -118.183959"
A628564,*TWISTY,CAT,BLACK,WHITE,Spayed,2019-05-05,2019-06-20,UNDER AGE/WEIGHT,STRAY,OTC,,2019-08-14,"1000 LIME AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WALKIN,33.7789839,-118.183959,Alive on Intake,FALSE,1,"33.7789839, -118.183959"
A585026,LOGAN,DOG,TAN,,Neutered,2016-07-25,2017-01-25,NORMAL,OWNER SURRENDER,OTC,NO HOME,2017-03-17,"1000 LOMA AVE, LONG BEACH, CA 90804",LONG BEACH,ADOPTION,WEB,33.778962,-118.1502333,Alive on Intake,FALSE,1,"33.778962, -118.1502333"
A687681,,CAT,CHOC PT,,Neutered,2019-10-30,2022-10-30,INJURED  SEVERE,STRAY,FIELD,,2022-10-30,"1000 MAGNOLIA AVE, LONG BEACH, CA 90813",LONG BEACH,EUTHANASIA,INJ SEVERE,33.77895720000001,-118.1980407,Alive on Intake,TRUE,0,"33.77895720000001, -118.1980407"
A610625,*DESNA,CAT,BRN TABBY,,Spayed,2016-07-05,2018-08-02,NORMAL,STRAY,OTC,,2018-08-03,"1000 MAHANNA AVE, LONG BEACH, CA 90813",LONG BEACH,RETURN TO RESCUE,STRAYCATAL,33.7789712,-118.1745633,Alive on Intake,FALSE,1,"33.7789712, -118.1745633"
A673386,*OHANA,CAT,BLACK,,Female,2022-04-20,2022-04-21,UNDER AGE/WEIGHT,STRAY,OTC,,2022-06-11,"1000 MAHANNA AVE, LONG BEACH, CA 90813",LONG BEACH,HOMEFIRST,,33.7789712,-118.1745633,Alive on Intake,FALSE,1,"33.7789712, -118.1745633"
A585554,,CAT,CALICO,,Female,2017-02-07,2017-02-08,UNDER AGE/WEIGHT,STRAY,OTC,,2017-02-08,"1000 MARTIN LUTHER KING JR AVE, LONG BEACH, CA 90813",LONG BEACH,EUTHANASIA,ILL SEVERE,33.778863,-118.1805306,Alive on Intake,TRUE,0,"33.778863, -118.1805306"
A651010,,WILD,BROWN,,Male,,2020-11-06,ILL MILD,WILDLIFE,FIELD,,2020-11-06,"1000 MIRA MAR AVE, LONG BEACH, CA 90804",LONG BEACH,EUTHANASIA,ILL SEVERE,33.778964,-118.147515,Alive on Intake,TRUE,0,"33.778964, -118.147515"
A706472,BLK KITTEN 1,CAT,BLACK,,Female,2023-09-05,2023-09-08,UNDER AGE/WEIGHT,STRAY,OTC,,2023-09-08,"1000 MYRTLE AVE. LONG BEACH, CA 908013",LONG BEACH,EUTHANASIA,UNDRAGE/WT,33.7789718,-118.1817845,Alive on Intake,TRUE,0,"33.7789718, -118.1817845"
A619043,*JEN,CAT,ORG TABBY,WHITE,Female,2015-12-19,2018-12-19,NORMAL,STRAY,OTC,,2018-12-22,"1000 N STUDEBAKER RD, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,SPCALA,33.7803214,-118.1019349,Alive on Intake,FALSE,1,"33.7803214, -118.1019349"
A699525,,BIRD,BLACK,,Unknown,,2023-05-26,INJURED  MILD,WILDLIFE,OTC,,2023-05-27,1000 OCEAN BLVD LB 90802,LONG BEACH,RESCUE,OTHER RESC,33.7657333,-118.1808587,Alive on Intake,FALSE,1,"33.7657333, -118.1808587"
A675428,UNKNOWN,CAT,WHITE,BLACK,Male,2022-04-07,2022-05-22,UNDER AGE/WEIGHT,STRAY,OTC,,2022-05-22,"1000 ORIZABA AVE, LONG BEACH, CA 90804",LONG BEACH,EUTHANASIA,ILL SEVERE,33.7789857,-118.1567601,Alive on Intake,TRUE,0,"33.7789857, -118.1567601"
A709047,*LILA'S KITTEN 3,CAT,BLACK,,Female,2023-08-18,2023-08-15,UNDER AGE/WEIGHT,STRAY,FIELD,,2023-10-24,1000 PARK,LONG BEACH,TRANSFER,SPCALA,33.7700504,-118.1937395,Alive on Intake,FALSE,1,"33.7700504, -118.1937395"
A608920,*ABBY,CAT,TORTIE,,Unknown,2018-05-18,2018-06-01,UNDER AGE/WEIGHT,STRAY,FIELD,,2018-06-16,"1000 PIER F AVE, LONG BEACH, CA 90802",LONG BEACH,RESCUE,OTHER RESC,33.752498,-118.2064365,Alive on Intake,FALSE,1,"33.752498, -118.2064365"
A698807,*PRINCESS,CAT,GRAY,,Spayed,2011-05-16,2023-05-13,INJURED  MODERATE,STRAY,FIELD,,2023-05-31,1000 QUEENS HWY,LONG BEACH,COMMUNITY CAT,,33.7532704,-118.1951314,Alive on Intake,FALSE,1,"33.7532704, -118.1951314"
A571616,LUNA,DOG,WHITE,,Spayed,2015-10-20,2017-11-09,NORMAL,STRAY,FIELD,,2017-11-10,"1000 RAYMOND AVE, LONG BEACH, CA 90804",LONG BEACH,RETURN TO OWNER,WALKIN,33.77897,-118.1644041,Alive on Intake,FALSE,1,"33.77897, -118.1644041"
A632070,,CAT,BRN TABBY,WHITE,Female,2019-07-26,2019-08-16,UNDER AGE/WEIGHT,STRAY,OTC,,2019-08-16,"1000 REDONDO AVE, LONG BEACH, CA 90804",LONG BEACH,RESCUE,SBACC,33.7791167,-118.1521767,Alive on Intake,FALSE,1,"33.7791167, -118.1521767"
A632071,,CAT,BRN TABBY,WHITE,Female,2019-07-26,2019-08-16,UNDER AGE/WEIGHT,STRAY,OTC,,2019-08-16,"1000 REDONDO AVE, LONG BEACH, CA 90804",LONG BEACH,RESCUE,SBACC,33.7791167,-118.1521767,Alive on Intake,FALSE,1,"33.7791167, -118.1521767"
A667766,*PIG PEN,GUINEA PIG,BROWN,WHITE,Male,2020-12-08,2021-12-08,NORMAL,STRAY,OTC,,2021-12-10,"1000 W MARKET ST, LONG BEACH, CA 90805",LONG BEACH,TRANSPORT,OTHER RESC,33.8542721,-118.1984946,Alive on Intake,FALSE,1,"33.8542721, -118.1984946"
A620392,,CAT,GRAY,,Female,2017-01-17,2019-01-17,NORMAL,STRAY,FIELD,,2019-01-22,"1000 WALNUT AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,LITTLELION,33.7791395,-118.1718077,Alive on Intake,FALSE,1,"33.7791395, -118.1718077"
A598935,SNICCERS,CAT,BRN TABBY,WHITE,Neutered,2014-10-18,2017-10-18,NORMAL,STRAY,OTC,,2017-10-18,"1000 WALNUT AVE, LONG BEACH, CA 90813",LONG BEACH,RETURN TO RESCUE,OTHER RESC,33.7791395,-118.1718077,Alive on Intake,FALSE,1,"33.7791395, -118.1718077"
A602153,*GREY GOOSE,CAT,GRAY TABBY,WHITE,Neutered,2017-01-11,2018-01-11,FRACTIOUS,STRAY,OTC,,2018-01-17,"10000 ASHWORTH CIR, CERRITOS, CA 90703",CERRITOS,"SHELTER, NEUTER, RETURN",STRAYCATAL,33.8680518,-118.1081058,Alive on Intake,FALSE,1,"33.8680518, -118.1081058"
A707865,*AUBREY,DOG,WHITE,,Spayed,2022-09-29,2023-10-25,NORMAL,RETURN,ADOPTION,OTHER PET,2023-10-25,10000 BLK GILBERT STREET ANAHEIM CA 92804,OUT OF AREA,ADOPTION,WEB,33.8176847,-117.9676169,Alive on Intake,FALSE,1,"33.8176847, -117.9676169"
A626304,*NOSTRIL,CAT,BLACK,WHITE,Spayed,2017-05-12,2019-05-12,FRACTIOUS,STRAY,OTC,,2019-05-24,"10000 BLK HUMBOLT ST, LOS ALAMITOS, CA 90720",LOS ALAMITOS,"SHELTER, NEUTER, RETURN",STRAYCATAL,33.8143759,-118.0659084,Alive on Intake,FALSE,1,"33.8143759, -118.0659084"
A612487,,OTHER,BROWN,BLACK,Male,2018-07-07,2018-08-07,NORMAL,WILDLIFE,OTC,,2018-08-09,"10000 BLK LOS ALAMITOS BLVD, LOS ALAMITOS, CA 90720",LOS ALAMITOS,DIED,IN KENNEL,33.8105927,-118.0721823,Alive on Intake,TRUE,0,"33.8105927, -118.0721823"
A598762,,CAT,BLACK,,Female,2017-09-23,2017-10-14,UNDER AGE/WEIGHT,STRAY,OTC,,2017-10-22,"10000 BLK OAK ST, LOS ALAMITOS, CA 90720",LOS ALAMITOS,TRANSFER,SPCALA,33.808574,-118.0757121,Alive on Intake,FALSE,1,"33.808574, -118.0757121"
A598766,,CAT,BLACK,WHITE,Male,2017-09-23,2017-10-14,UNDER AGE/WEIGHT,STRAY,OTC,,2017-10-17,"10000 BLK OAK ST, LOS ALAMITOS, CA 90720",LOS ALAMITOS,TRANSFER,SPCALA,33.808574,-118.0757121,Alive on Intake,FALSE,1,"33.808574, -118.0757121"
A656073,SALEM,CAT,BLACK,,Neutered,2013-05-01,2021-04-09,NORMAL,STRAY,OTC,,2021-04-10,"10000 BLK OAK ST, LOS ALAMITOS, CA 90720",LOS ALAMITOS,RETURN TO OWNER,FRE RID HM,33.808574,-118.0757121,Alive on Intake,FALSE,1,"33.808574, -118.0757121"
A607923,,CAT,GRAY,,Female,2018-04-14,2018-05-20,UNDER AGE/WEIGHT,STRAY,OTC,,2018-05-25,"10000 BLK WALLINGSFORD RD, LOS ALAMITOS, CA 90720",LOS ALAMITOS,RESCUE,LITTLELION,33.8025486,-118.0744008,Alive on Intake,FALSE,1,"33.8025486, -118.0744008"
A615538,,CAT,BLACK,WHITE,Male,2018-06-03,2018-10-03,NORMAL,STRAY,OTC,,2018-10-07,"10000 BLK WYETH DR, CERRITOS, CA 90703",CERRITOS,TRANSFER,SPCALA,33.8566905,-118.0803696,Alive on Intake,FALSE,1,"33.8566905, -118.0803696"
A615539,,CAT,BLACK,,Male,2018-06-03,2018-10-03,NORMAL,STRAY,OTC,,2018-10-07,"10000 BLK WYETH DR, CERRITOS, CA 90703",CERRITOS,TRANSFER,SPCALA,33.8566905,-118.0803696,Alive on Intake,FALSE,1,"33.8566905, -118.0803696"
A587185,,CAT,BC LYNX PT,,Male,2009-03-17,2017-03-17,INJURED  MODERATE,STRAY,OTC,,2017-03-18,"10000 BLOOMFIELD AVE, LOS ALAMITOS, CA 90720",LOS ALAMITOS,DIED,IN KENNEL,33.8176528,-118.0631294,Alive on Intake,TRUE,0,"33.8176528, -118.0631294"
A627418,*SOFT-SERVE,CAT,GRAY,WHITE,Spayed,2017-05-31,2019-05-31,FRACTIOUS,STRAY,OTC,,2019-06-15,"10000 ROBERTA ST, CERRITOS, CA 90703",CERRITOS,"SHELTER, NEUTER, RETURN",STRAYCATAL,33.8797998,-118.1020948,Alive on Intake,FALSE,1,"33.8797998, -118.1020948"
A628516,,CAT,BROWN,WHITE,Male,2019-05-25,2019-06-19,NORMAL,STRAY,OTC,,2019-07-25,"10000 ROBERTA ST, CERRITOS, CA 90703",CERRITOS,TRANSFER,SPCALA,33.8797998,-118.1020948,Alive on Intake,FALSE,1,"33.8797998, -118.1020948"
A637471,*FELICITY,CAT,S-T PT,,Spayed,2015-12-13,2019-12-13,INJURED  MODERATE,STRAY,FIELD,,2020-02-13,"10000 SOUTH ST, CERRITOS, CA 90703",CERRITOS,ADOPTION,PFE/PAWSHP,33.8579994,-118.1008083,Alive on Intake,FALSE,1,"33.8579994, -118.1008083"
A710702,,BIRD,UNKNOWN,,Unknown,,2023-11-17,INJURED  MILD,WILDLIFE,OTC,,2023-11-17,100000 BLK OAK STREET LOS ALAMITOS CA 90720,LOS ALAMITOS,EUTHANASIA,ILL SEVERE,33.8054312,-118.0757934,Alive on Intake,TRUE,0,"33.8054312, -118.0757934"
A589209,,RABBIT,WHITE,,Unknown,2015-04-25,2017-04-25,NORMAL,STRAY,FIELD,,2017-04-28,"100915 BLOOMFIELD ST, LOS ALAMITOS, CA 90720",LOS ALAMITOS,EUTHANASIA,ILL MODERA,33.80687,-118.0631539,Alive on Intake,TRUE,0,"33.80687, -118.0631539"
A617378,,CAT,BLACK,BLK SMOKE,Male,2018-09-09,2018-11-09,NORMAL,STRAY,OTC,,2018-11-13,"101 E 28TH ST, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,SPCALA,33.8083479,-118.1923962,Alive on Intake,FALSE,1,"33.8083479, -118.1923962"
A617166,MOOKIE,DOG,BROWN,WHITE,Male,2017-11-05,2018-11-05,NORMAL,CONFISCATE,PUB SAFETY,,2018-11-10,"101 E 28TH ST, LONG BEACH, CA 90806",LONG BEACH,RETURN TO OWNER,WALKIN,33.8083479,-118.1923962,Alive on Intake,FALSE,1,"33.8083479, -118.1923962"
A708274,MAX,DOG,GRAY,WHITE,Male,2021-06-13,2023-10-06,NORMAL,QUARANTINE,,,2023-10-19,"101 E WILLOW ST, LONG BEACH, CA",LONG BEACH,RETURN TO OWNER,FRE RID HM,33.8054743,-118.1921677,Alive on Intake,FALSE,1,"33.8054743, -118.1921677"
A659093,JUSTICE,DOG,TAN,,Neutered,2020-06-19,2021-06-20,NORMAL,OWNER SURRENDER,FIELD,,2021-10-19,"1028 1/2 E VIA WANDA,LONG BEACH,CA 90805",LONG BEACH,RESCUE,2DOGFARMS,33.8495291,-118.1793874,Alive on Intake,FALSE,1,"33.8495291, -118.1793874"
A695517,,OTHER,WHITE,,Unknown,2022-09-25,2023-03-25,I/I REPORT,WELFARE SEIZED,OWNER DIED,,2023-03-29,103 NIETO,LONG BEACH,RESCUE,OTHER RESC,33.7648239,-118.1328762,Alive on Intake,FALSE,1,"33.7648239, -118.1328762"
A695513,,OTHER,WHITE,,Unknown,2022-09-25,2023-03-25,I/I REPORT,WELFARE SEIZED,OWNER DIED,,2023-03-29,103 NIETO,LONG BEACH,RESCUE,OTHER RESC,33.7648239,-118.1328762,Alive on Intake,FALSE,1,"33.7648239, -118.1328762"
A605994,,CAT,BLACK,WHITE,Male,2018-04-02,2018-04-08,UNDER AGE/WEIGHT,STRAY,OTC,,2018-04-08,"10300 BLK LASSEN ST, LOS ALAMITOS, CA 90720",LOS ALAMITOS,RESCUE,CATPAWS,33.8118019,-118.0664763,Alive on Intake,FALSE,1,"33.8118019, -118.0664763"
A665689,,BIRD,GRAY,,Unknown,2021-07-22,2021-10-22,INJURED  MODERATE,WILDLIFE,FIELD,,2021-10-22,"10300 BLK LASSEN ST, LOS ALAMITOS, CA 90720",LOS ALAMITOS,TRANSFER,LBAH,33.8118019,-118.0664763,Alive on Intake,FALSE,1,"33.8118019, -118.0664763"
A666386,RIOT,DOG,BROWN,WHITE,Male,2021-01-25,2021-11-08,NORMAL,STRAY,FIELD,,2021-11-10,"1032 E 7TH ST, LONG BEACH, CA 90813",LONG BEACH,RETURN TO OWNER,WALKIN,33.775024,-118.1793487,Alive on Intake,FALSE,1,"33.775024, -118.1793487"
A669288,*NICKOLAY,CAT,BLACK,,Neutered,2021-10-13,2022-01-13,NORMAL,STRAY,OTC,,2022-01-26,"1040 BLK E SOUTH ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WEB,33.8599691,-118.179948,Alive on Intake,FALSE,1,"33.8599691, -118.179948"
A669286,LOLA,CAT,BLACK,,Spayed,2021-10-13,2022-01-13,NORMAL,STRAY,OTC,,2022-01-26,"1040 BLK E SOUTH ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WEB,33.8599691,-118.179948,Alive on Intake,FALSE,1,"33.8599691, -118.179948"
A669287,*MAGGIE,CAT,BLACK,,Spayed,2021-09-12,2022-01-13,NORMAL,STRAY,OTC,,2022-02-12,"1040 BLK E SOUTH ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,SPEC EVT,33.8599691,-118.179948,Alive on Intake,FALSE,1,"33.8599691, -118.179948"
A626233,,WILD,GRAY,WHITE,Unknown,,2019-05-11,INJURED  SEVERE,WILDLIFE,FIELD,,2019-05-11,"10400 BLK DEL NORTE WAY, LOS ALAMITOS, CA 90720",LOS ALAMITOS,TRANSFER,LBAH,33.8117986,-118.067357,Alive on Intake,FALSE,1,"33.8117986, -118.067357"
A495882,ANGEL,DOG,WHITE,TAN,Spayed,2009-05-22,2019-03-02,NORMAL,SAFE KEEP,HOSPITAL,,2019-03-10,"1050 LINDEN AVE, LONG BEACH, CA 90813",LONG BEACH,RETURN TO OWNER,WALKIN,33.7805577,-118.1862725,Alive on Intake,FALSE,1,"33.7805577, -118.1862725"
A650154,FLEUR,DOG,BROWN,BLACK,Spayed,2018-04-15,2020-10-15,NORMAL,STRAY,FIELD,,2020-10-16,"10500 BLK HUMBOLT ST, LOS ALAMITOS, CA 90720",LOS ALAMITOS,RETURN TO OWNER,WALKIN,33.8083571,-118.0653073,Alive on Intake,FALSE,1,"33.8083571, -118.0653073"
A642957,ROCKY,DOG,WHITE,BLACK,Neutered,2014-05-22,2020-05-22,INJURED  MILD,STRAY,OTC,,2020-05-23,"10500 BLK LOS ALAMITOS BLVD, LOS ALAMITOS, CA 90720",LOS ALAMITOS,RETURN TO OWNER,WALKIN,33.8103044,-118.0717856,Alive on Intake,FALSE,1,"33.8103044, -118.0717856"
A657529,POTATO,DOG,BROWN,WHITE,Neutered,2020-05-17,2021-05-17,NORMAL,CONFISCATE,POLICE,,2021-05-17,"10500 BLOCK LOS AL BLVD, LOS AL, CA 90720",LOS ALAMITOS,RETURN TO OWNER,WALKIN,33.7976003,-118.0712981,Alive on Intake,FALSE,1,"33.7976003, -118.0712981"
A627654,,BIRD,BLACK,,Unknown,,2019-06-05,INJURED  SEVERE,WILDLIFE,FIELD,,2019-06-05,"10500 CALLE LEE, LOS ALAMITOS, CA 90720",LOS ALAMITOS,EUTHANASIA,INJ SEVERE,33.8098193,-118.0573431,Alive on Intake,TRUE,0,"33.8098193, -118.0573431"
